카테고리,채널명,채널ID,설명,구독자 수,영상 수,총 조회수
영화 해석,까칠한 시네필쵸키,UCf0sg0J49CPQ-WkN1MJj8vg,"안녕하세요 저는 다양한 플랫폼에서 영화관련 컨텐츠를 운영하는 까칠한 시네필 쵸키입니다.

저의 재생목록을 설명드리면 다음과 같습니다. 

1) 3분 순삭 : 국내,일본,유럽등 다양한 신작 영화소식을 소개해 드리고 있습니다.
2) 가려진 시간의 주절주절 : 개봉영화에대한 간략한 해석및 정보를 가려진 시간님과 콜라보 영상으로 만들고 있습니다.
3) 색다른 해석리뷰:  블로그 10년차인 저만의 시선을 담아 영상을 만들고 있습니다.

최근 팟빵에서 영화음악 방송도 시작했습니다. 그럼 구독과 좋아요 부탁드릴께요.감사합니다.^^

매주 주말 업로드하려고 노력중입니다.ㅎㅎ   

https://linktr.ee/chorki



",2390,95,965860
영화 해석,영화전문채널 Darksome,UC9JXFMvKS9ETtOevVGhRmDQ,"영화전문채널 Darksome

영화에 대하여 깊고 다양한 이야기들을
누구나 알기 쉽게 풀어서 말해주는 곳.

비지니스 문의
dpslxdh@naver.com",21400,55,5771734
영화 해석,무비 엑스레이 :: 영화의 메시지를 해석해보자,UCYmIcy9dUAdF7-MneyfEkzg,"이 영화의 감독은 무슨 말을 하고 싶었던 걸까?
영화에 담긴 *메시지*를 중점적으로 살펴보는 채널입니다.
영화 메시지(메세지) 해석 채널.

주로 성경적인 관점에서 영화를 살펴보고 있지만
크리스천외의 다른 분들에게도 도움이 되기를 바랍니다.

최대한 공정이용에 해당되기 위해서
영상에 필요한 장면들은 직접 그리고 있습니다.
잘 그리지는 못하지만 양해 부탁드립니다.
",60,13,11025
영화 해석,필름톡,UCDX2PdXLW3Ws0kOFGT7DPLQ,"환영합니다! '필름톡' 채널에 오신 것을 환영합니다. 
신작)                               [분석 및 해석] 영화&드라마 영상과
다시 보고 싶은 영화)      [결말포함]      영상을 다룹니다.  
영화와 드라마를 더 깊이 있고 재미있게 즐길 수 있는 팁도 제공할 예정이니, 
통찰력을 높이고 싶으시다면 지금 바로 구독 버튼을 눌러주세요. 여러분과 함께 영화&드라마의 모든 순간을 나누고 싶습니다!

비즈니스 문의  - inmydream76@gmail.com

AICOMPANY@8OOF96
shortsmusic@tACZri
CReward@1a786eb9
",2400,124,1478001
영화 해석,영화장수 루피형아 LuffyHyungA the Movie Vendor,UC3y8ONb8IinVJoMSXjK1J6w,"안녕하세요.
영화블로거 9년차 & 상당수의 영화사와 함께 하고 있습니다.

* 줄거리만 읊지 않고 영화에 대한 개인적인 해석과 의미까지 더 해진 진짜 리뷰.
* 하나의 장르만 편식하지 않는 진짜 영화 리뷰어.
* 사전에 저작권을 먼저 허락 받는 영화 리뷰어.
* 제보회 및 행사장 직캠으로 현장의 생생함까지 전달해주는 진짜 영화 쟁이.

저는 영화를 볼 때 재미도 물론 중요하지만 장면 속에 담긴 의미와 메시지에 조금 더 집중하며 관람하고 있습니다.
그래서 제 영화 소개에서는 저만이 느낀 해석과 가이드 위주로 흘러갈 수 있음을 알려드립니다.
더 많은 리뷰와 개봉예정작 영화 시사회 초대 이벤트는 1년 내내 제 블로그에서 진행 중에 있으니 많이 놀러와 주시고요.
언제나 그래왔듯 앞으로도 영화 생태계를 파괴하지 않는 건 물론, 
장르 편식을 하지 않고 더 다양한 작품들을 소개할 수 있는 루피형아가 되겠습니다.

luffyhyunga@gmail.com

- 루피형아는 크리시아미디어에 전속으로 계약된 영화 크리에이터이기도 합니다.

since 2017.12",63400,376,35875443
영화 해석,앵커박-영화 해석,UCR5qmU-x1OTEQhHjvmfAu1A,"재밌는 영화를 깊이 있게 보면? 더 재밌다! 
인생 영화 재주행을 돕는 영화해석

여러분의 인생 영화는 어떤 영화인가요?
저는 좋아하는 영화는 한 번 더 보고 두 번 더 봅니다. 
내 마음에 들어왔던 그 영화, 
다시 볼 때 어떤 점을 눈여겨 보면 더 재미있는지, 재주행의 재미를 더해드립니다",2440,22,964389
애니 유튜버,유하,UCSS2dMSM22FRl6ZITALjUNA,성우지망생 유하..,3390,495,1434206
애니 유튜버,포도당 애니툰,UCbLlTRF9wfKbH8t0zz31pvQ,"다양한 장르의 애니메이션을 보실수 있습니당!
Animation Subtitles : 한국어 | 日本語 | English

Contact / 제작 문의 : grapestudio5@naver.com
[개인 애니메이션 제작도 받고 있으니 편히 연락주세요~]
",240000,327,54276431
애니 유튜버,푸먹_foomuk,UCOszRhGW_mW8yPYKhLuULMw,"애니메이션 먹방 채널😋🥄
Welcome to Mukbang animation channel 💛

📧e-mail :  foomuk@sandboxnetwork.net
",1560000,90,839921060
애니 유튜버,송하랑 Ch. Songharang,UCGsmBWY_WgTcnlF0NidFFPg,"애니메이션 유튜버 송하랑입니다. 패러디 위주로 하고있습니다.
アニメーションユーチューバーソン・ハランです。
Animation youtuber Songharang

usong0101@gmail.com

",852000,187,213159852
애니 유튜버,캐릭:애니 유튜버,UCBkt_GLsg4wJMCoUVUkCyPA,즐거운 시청 되세요.,286,5,136012
애니 유튜버,애니추천유튜버,UCDEzZyl_Ks5dwmGM0HFp4PQ,,0,4,0
애니 유튜버,애니리뷰 유튜버로 시작하는 이세계 전생기 part2,UC8f-2I2O8itardUn0cSzkzg,,598,2,25
애니 유튜버,애니의 뎅켄,UCaONCrzOYbTlSTqtuTttsgA,코드 기어스는 세계 최고의 애니입니다.,2370,27,631610
애니 유튜버,애니리뷰 유튜버로 시작하는 이세계 전생기2,UCg_F2OP7-rV4q3GRtXziLRg,,1450,1,168
애니 유튜버,드라마&게임&편집&애니 유튜버,UCdc7ayU817EMGjvEfghalzw,"안녕하세요! 드라마&게임&편집 유튜버라고 합니다!
로블록스 유튜버에요ㅋ! 
근데 저 드라마&게임&편집 유튜버로 이름 바꿨는데 저 한국_라이벌 하는 잼민이에요에요 175구독자 감사 합니다!!",186,216,69516
애니 유튜버,리뷰맛집,UCttHn8q2izil0kKP1ogb13Q,"애니리뷰 유튜버 리뷰맛집입니다

reviewrestorang@gmail.com
",240000,81,65125940
애니 유튜버,우왕푸왕,UCuRZ7_jLvXJp-XmsQLBKgXw," MCN 샌드박스 네트워크
 트위치 스트리머와 유튜버와 함께 참가하고 만들어 나가는 캐릭터 유니버스 입니다.
",286000,33,97592136
애니 유튜버,Alan Becker,UCbKWv2x9t6u8yZoB3KcPtnw,"Business Inquiries:Alan.Becker@InTheBlackMedia.com

My name is Alan Becker! Maybe you saw my ""Animator vs. Animation"" when it became a viral video in 2006. I make stick figure animations that take place on a computer desktop screen. There is no dialogue, but a lot of humor and emotion. Hope you enjoy!

Check out my other channels too! I teach how to animate, I run a Minecraft server, and I play games!

Interesting in working for me as an animator? Apply below!
",30900000,240,8330089270
애니 유튜버,동네친구 강나미 [Kangnami],UCrAhzG4rf642oTUCpdyo5Vw,"반갑씁니다 강남임니다. 담에 떠 봐요 :)

Korean popular athlete's husband Kangnam
I hope you enjoy my contents :smile:

カンナミのYouTubeだす
韓国のスーパスターだす
やりたいことやってるだす

◾제작 : 샌드박스 SANDBOX
◾비즈니스 문의 :  gangnam@sandboxnetwork.net
",1100000,599,596426710
애니 유튜버,프리키먼데이,UCdU5-Xpiyx2DruGPBu63FPA,"월요일 오후 5시 55분 업로드
월요일에 만나는 기괴한 만화채널에 오신걸 환영합니다👀

🚫영상 무단복제, 재배포, 2차가공 금지🚫",184000,260,50276447
애니 유튜버,애니홀로,UC25c2u4HI44jvMcxf1FvTLg,"홀로라이브 등  여러 버츄얼 유튜버분들의 팬 애니메이션을 만들고 있습니다. Am Holo(영어 채널) 같이 운영하고 있습니다. Am Holo is my channel, too. 
업로드 소식, 원본 이미지 등을 올리는 트위터 계정입니다. https://twitter.com/Amholo1

애니메이터: 김철수철수(이전), Lassi(현재)
",52600,30,9958981
애니 유튜버,썰푸는 그림쟁이툰,UClN3o2FG4sMSL5kPhsk1MOg,안녕하세요 영상툰과 사이다툰을 주로 올리는 썰푸는 그림쟁이툰 입니다ㅎㅎ,771000,646,626505772
애니 유튜버,카쟈유튜브,UCjFxeOjgQIKwtHSJyNFcRZA,"조금 수위 높은 애니 나 먼치킨 애니 최신 애니들을 리뷰하는 채널입니다!
애니추천 해주시면 잘 수용해서 잘 해보겠습니다.     
야한 애니도 조금 잘 다루니 천천히 즐겨주세요ㅋㅋㅋㅋㅋ


#애니리뷰#애니후기#수위높은애니#애니#애니메이션
",37400,51,6140746
애니 유튜버,이쌍도,UCK4a5feaO3Yt0Vt1Cq5_2-Q,"각박한 세상 웃음을 주고 싶습니다. 
Contact : DM / leessangdo@gmail.com
",168000,584,46053673
애니 유튜버,고문 소믈리에 — 이쥬인 시게오,UC-cY6HDDivsMrvzbr51p-yg,"전세계의 악당들을 사냥하는 고문 소믈리에 이쥬인 시게오의 이야기를 중심으로 전개하는 영상툰 채널입니다.
본 채널은 「ヒューマンバグ大学」에서 파생된 정식 한국어판 채널입니다.

원본채널: https://www.youtube.com/@humanbug_univ.
문의사항: hu_kr@lab316.me
",68900,131,19090774
애니 유튜버,유니애니,UCTyPD6OKjNasbJY1UVsjPRQ,"그 누구보다 품격있고 신사다운 아재의 애니메이션 소개 
",307000,585,173039301
애니 유튜버,땅콩 Peanut,UCT2sZ95FeYWxl7FBf9mreAg,"땅콩 채널에 오신 것을 환영합니다.
행복한 애니메이션을 만들어가도록 노력 하겠습니다.

해당 영상의 저작권은 땅콩Peanut 에 귀속되어 있으며 영상을 모방하거나 영리 목적 사용 시 제재를 받을 수 있습니다.

",2960000,106,1478748606
애니 유튜버,덕질분석가 덕분,UCmoetiLD7wZ-AUNJjkG0xYg,"웹툰, 애니, 드라마 서브컬쳐 전반에 대한 분석과 덕질.

문의 djbsg1278@naver.com

",404000,208,308508370
애니 유튜버,수상한 암세포 _ Amsepo,UC6xgyW1hxO6kHc40iic6viw,"2D,3D 애니메이션 1인 제작자입니다",1170000,34,313246095
애니 유튜버,애니한TV AnnieHanTV,UC1-jInqcAOkAHvp2CO8h1zg,"애니한TV에 오신 것을 환영합니다! 저희는 키덜트(어른과 아이)를 위한 신기한 장난감, 맛있는 간식, 흥미로운 체험, 도전적인 게임 등 다양한 주제의 영상을 제작하고 있습니다. 

저희 채널의 목표는 모든 연령대가 함께 즐길 수 있는 콘텐츠를 제공하는 것입니다. 어린 시청자들은 장난감과 간식으로 마음속 행복을 채우고, 어른 시청자들은 다양한 체험과 도전 영상으로 일상에서 벗어나 잠시나마 힐링의 시간을 가질 수 있습니다.

저희 채널은 부모와 자녀가 함께 보며 대화를 나눌 수 있는 좋은 기회도 제공합니다. 아이들에게 교육적 가치가 있으며 어른들에게는 소중한 추억 만드는 시간을 선사합니다.

여러분의 웃음소리와 행복한 순간들이 저희에게 큰 기쁨과 보람으로 다가오니 많은 관심과 사랑 부탁드립니다! 지금 바로 구독 버튼을 눌러서 이 모든 순간들을 함께 나누세요!

8992
",1090000,2349,1033343605
애니 유튜버,애니유튜버 눈꽃송이,UCL0jIKIJ3MmP0EK3-XThLjg,프로필이 누꽃송이 입니다,7,32,1082
애니 유튜버,덕양소,UCYH0isveXrujjCH4Z2F4p4g,"덕후들의 수장의 찰진 애니 리뷰!
가벼운 애니 리뷰로 꿀잼 애니메이션들을 소개시켜드립니다!
(팬아트 보내주시면 채널 이미지 혹은 영상 마지막에 자랑합니다 ㅎ)

- 비즈니스 이메일 : yyyjhong7@naver.com 
- 소속사 이메일: biz@onsidecompany.co.kr
- 크리에이터 관련 문의: manager@onsidecompany.co.kr
- 팬 선물: 서울 강서구 마곡중앙로 105-7 K-스퀘어 타워1, 305호 온사이드 컴퍼니, 덕양소 (우: 07800, 주소에 크리에이터 명 포함)
* 우편 도착 확인 여부는 모두 안내드리기 어려운 점 양해 부탁드리며, 확인을 희망하시는 경우 http://pf.kakao.com/_SxlyCn 로 문의 부탁드립니다.
",529000,931,377454404
애니 유튜버,깨추,UCQmSqf2G2UHiV0WMw3K5a7Q,협업 및 출연 문의 : kkaechu055@gmail.com,284000,337,105500290
애니 유튜버,장삐쭈,UChbE5OZQ6dRHECsX0tEPEZQ,"비즈니스 문의: jangbbijju@metacomedy.net
스튜디오장삐쭈 지원하기: recruit@studiojbbj.com
",3490000,565,2108236236
애니 유튜버,인생 녹음 중,UC1OU9eIk4JGnh9DN1yxwW9A,"우리 집은 언제나 녹음 중🔴 노래와 개그
",1320000,71,229344477
애니 유튜버,나롱이네,UCdxuGQUbk-SeJlZxMtLGzAg,"나롱이네에 어서오세요^~^

나롱이네는 나레이션을 맡고 있는 나롱주인과 마스코트 캐릭터 나롱이가 함께 애니리뷰를 하는 채널입니다~

*문의
nalong643@gmail.com",449000,1417,350476318
애니 유튜버,아싸리 - 애니메이션 유튜버,UCabu2mARxb6W4bbcy8yKWDg,아싸리의 애니메이션 제작소~!,243000,36,82894166
애니 유튜버,썰퀴,UCKa1ISMKxUlDLl7xIgqCB5Q,"🛸신세계 썰퀴 영상툰🛸

제휴 : sseol.kwi@gmail.com 
듣도보도 못한 썰퀴 영상툰
가보자구🌠
",25900,40,1796948
애니 유튜버,네이버웹툰,UCK4WxhNsloFrA8iUaO92r5g,글로벌 No.1 네이버웹툰의 공식 채널입니다. ,580000,1148,498507674
애니 유튜버,팔라푸딩,UCwlixQLZpKejReLsE7pr0Og,"애니와 관련된건 모든지 좋아하는♥ 🐕🐜✭🎸✷
Anime Creator 1人! 

◆광고/기타 문의 : palra8254@naver.com
",170000,620,59628509
시네마,시네마펀,UC7oT_mYbYw9ns40_LAR-uOQ,"드라마 쇼츠 정주행 몰아보기 다시보기 추천 소개 채널 입니다.
모르고 지나쳤던 혹은 자세히 보지 못한 명장면을 소개해드립니다.

모든 영상들은 수익을 창출하지 않습니다.
원작자의 의견을 100% 수용하며, 영상 관련 문제시 메일 주시면 바로 삭제하도록 하겠습니다.
  
문의: hangil05@nate.com ",14200,77,43413739
시네마,시네마 밴드 채널 / Cinema Band Channel Official,UCkfJi3oGA240X3jVLrIbQdg,"Rock , Heavy Metal Band 시네마 밴드
Instagram:band_cinema
멜론 http://kko.to/YA6KDK04B",147,80,22542
시네마,방콕시네마,UCZNbLF7pJUDe5bHjSw8dPVw,"영화/드라마 리뷰 채널입니다. 시청해주셔서 감사합니다.
",18800,14,5480243
시네마,시네마직립보행,UCAcjTcFg5To33APo3gw3--w,"**폰무비 [죽을수없는밤],[엄마극혐],[스토커] 무료 연재 중** 
세로 숏폼드라마를 만드는 시네마직립보행입니다. 이제 막 유튜브를 시작했습니다. 직립보행을 넘어 언젠가 멋지게 점프하고 또 슝 날아가는 그날까지 계속해서 재밌는 이야기를 해보겠습니다. 기대하시라!
#숏드라마 #쇼츠 #숏폼드라마 #시네마직립보행 


문의 : shoot@cinemaupright.com

",145,38,52230
시네마,윤시네마,UCLB0ptQvjmsQYu4RNRprfRg,,180,33,75059
시네마,돌돌시네마,UC5LqGJqgpkXA3rQ_uIHoOyw,"영화 리뷰 채널 '돌돌시네마' 입니다.  
",10900,14,2355932
시네마,곰돌이 시네마,UCkL0WsxV3Xtrw_MvE8xJGkw,"구독자 10만 찍고! 드라마 영화 소개 채널로 성장이 목표예요!
시청자분들의 구독의 힘을 보여주세요!
이상한 광고 영상은 제작하지 않습니다!
AJCSAL@AICOMPANY
",19500,177,12898819
시네마,교실시네마,UCCKXEVMCiav8Vn62Xc8hODA,"교실시네마는 학생들의 성장을 돕는 교육영화제작의 유용한 정보, 자료, 사례, 영감을 제공하는 공간입니다.

©미디어12 | 문의: media12pd@gmail.com
",94,40,9932
시네마,약대시네마,UC4WKooFxqwPtJNr5X6y2-9w,"안녕하세요. 약대시네마 입니다.
영화, 애니메이션 가리지 않고 울림이 있는 작품을 다루려 합니다
제 영상이 지친 일상 중 잠깐의 봄바람이 되기를 바라며
항상 시청해주셔서 감사합니다 :)

🎬비즈니스 문의:ted920428@gmail.com",165000,82,48216430
시네마,명작시네마,UCWcWrpcGVDSf4oFCulhOViQ,"꿀잼 드라마&영화 다 모여있는 채널 :)
문의 : rjwlwmf222@gmail.com
",38300,375,206331181
시네마,시네마공작소,UCfSgMAgi1Y6Pit41DvVLbrg,,872,209,285065
시네마,뉴비시네마,UChctw3HhujD4y5I4tnL7eGA,"모든 게임에 나오는 캐릭터, 기다려라! 정복 들어간다!

2023.02.12 구독자 100명 달성!
",7060,69,777756
시네마,시네마세로,UCAwAia3cgSeUOQ9zahK1nxQ,"숏 시네마 [첫경험] 시리즈 상영 중 
영화 연애빠진로맨스, 롱디를 제작한 영화 제작자가 만든 숏시네마
",1720,60,464027
시네마,시네마스톰,UCdRjEAltLsa9Fl7AQoQefMw,,15,1,1219
시네마,팝콘시네마,UCvxdIoBmlh4vjDq4ap3aN1A,안녕하세요! 세상에 숨겨진 재미있는 영화와 드라마를 소개하고 리뷰합니다,8040,47,4628633
시네마,시네마톡,UCM5qo9osuWYv_5jycVslxeA,"오늘도 재미있는 영화를 찾기 위해 노력하겠습니다 :)

비즈니스 문의 (각종 영화 등 홍보) : cinematalkk@gmail.com

",100000,150,78398933
시네마,시네마플래닛,UCO0gxGSrdHWpiynzJ98-WNQ,"영화는 보고싶은데 시간이 별로 없으시다면
여기 시네마플래닛으로 오시면
다양한 영화들이 여러분들을 기다리고 있습니다!
",104000,475,32339451
시네마,"카페, 시네마",UCXe5VD6SW39Gx0fpMsQlU8A,"카페, 시네마 ",18300,32,3250436
시네마,레벨업 시네마,UCu70p2crHfCNG1YZRXL4qLQ,,2730,28,3470070
시네마,스타시네마,UCR4d4mjEYmunNV3E8xjemIA,"과거와 현재의 스타크래프트 경기를 리뷰, 분석해드리는 채널입니다 #스타명경기 #스타크래프트명경기 
분에 넘치는 많은 관심과 사랑 감사드립니다.
",49200,824,15899813
시네마,시네마보이,UC9B6rBwfhRl4PjUd7Ww3vfQ,"시네마의 모든 것

비즈니스 문의 : rkdcjf7817@gmail.com
",15800,43,12740664
시네마,띵시네마,UCKXtBsv0-nHwaJJxoWfvmWQ,"문의: ddingcinema@gmail.com

",64900,181,42597044
